Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
awt27,0.7652907,0.8579581,0.3171271,1.11155,0.8186722,0.006391841
awt34,0.07380541,0.673913,0.05092391,0.199016,0.8834471,0.004945903
awt11,0.8379819,0.715005,0.04285446,0.8760544,0.8162654,0.01402661
awt40,0.8527381,0.8249158,0.3784588,1.215419,0.7599083,0.009217584
awt05,0.9238054,0.7464167,0.1520968,0.8906588,0.8336415,0.01938206
awt27,0.8681354,0.863417,0.4143214,0.7579114,0.8581963,0.008203547
awt17,0.956637,0.8926849,0.4715122,1.147552,0.943787,0.03393346
awt34,-0.05799471,0.5394636,-0.05497284,0.04543021,0.9222623,0.004209419
awt11,0.8033649,0.7240854,0.05714015,1.027438,0.8221768,0.01317781
awt40,0.9031318,0.8500682,0.4560155,0.8250287,0.7980861,0.008609803
awt27,0.7410329,0.8846753,0.4236082,1.10534,0.7864339,0.006133398
awt05,0.7479656,0.7236583,0.1366456,0.9471649,0.8078756,0.01853748
awt17,0.9714558,0.8898634,0.4562323,1.045772,0.9534041,0.03562154
awt34,0.3800282,0.7743506,0.1708049,0.6445104,0.9151392,0.005092029
awt11,0.8729175,0.7873476,0.04376644,0.9857166,0.8349831,0.01406972
awt40,0.8870971,0.8274428,0.3835375,1.237137,0.7457698,0.009402337
awt27,0.8246937,0.8036437,0.2061515,0.8537786,0.8285345,0.006865795
awt05,0.780865,0.8167702,0.1771221,0.9109485,0.8063256,0.0176579
awt34,-0.03763726,0.5478757,0.07638665,0.2004907,0.8939932,0.004670056
awt11,0.7647294,0.8296871,0.04944786,0.952258,0.8251961,0.0151666
awt17,0.959441,0.8725755,0.4219609,1.072788,0.9590463,0.03708934
awt40,0.8777676,0.8166023,0.4207664,1.419916,0.7409046,0.006783225
awt27,0.8494904,0.8928395,0.4953989,1.181727,0.8026764,0.007893662
awt34,0.12783,0.6097884,0.08384861,0.1741096,0.9230226,0.004260641
awt11,0.8034579,0.8772727,0.04716708,1.033097,0.8082131,0.01346038
awt05,0.8523213,0.7538397,0.1735245,0.8358522,0.8175644,0.01769504
awt17,0.9379825,0.8521695,0.4901687,1.030132,0.9566041,0.03912117
awt40,0.8740102,0.8481781,0.3368393,0.8477412,0.78517,0.009984712
awt27,0.8500183,0.8840812,0.4015357,0.9308003,0.8633318,0.007229075
awt34,0.2743366,0.6096886,0.05230556,0.2837573,0.9101876,0.005436801
awt11,0.8317908,0.8153846,0.0710873,1.189831,0.8012405,0.01600623
awt05,0.78122,0.6722261,0.08960355,0.8212608,0.8291074,0.01725433
awt17,0.955148,0.8770372,0.5050748,1.140909,0.9556949,0.03451862
awt40,0.8363368,0.7930556,0.4768488,1.067004,0.7578259,0.007696973
awt27,0.7822852,0.8376068,0.3349992,1.186238,0.7739512,0.006849658
awt34,0.4462516,0.7880435,0.102899,0.3261812,0.9213517,0.005053972
awt11,0.8374777,0.8527217,0.05288195,1.040409,0.809354,0.0124404
awt05,0.8282589,0.727344,0.1321423,0.7445616,0.8188981,0.01851059
awt40,0.9624974,0.8325893,0.4351823,1.300702,0.7567475,0.008581202
awt17,0.9051378,0.8755,0.5058793,0.8523714,0.9454596,0.03437943
awt27,0.8546268,0.8787879,0.5837493,1.435849,0.7767766,0.005908236
awt34,0.1901851,0.5835756,0.03307483,0.451578,0.8991341,0.004776964
awt11,0.8202873,0.8715115,0.05188405,0.9412824,0.8467262,0.01470591
awt40,0.9041382,0.8705739,0.5117958,1.074698,0.7911504,0.009599171
awt05,0.9237738,0.812714,0.2329148,0.8895012,0.8242892,0.01815292
awt17,0.9130823,0.8655068,0.5070061,1.079745,0.9526815,0.03826555
awt27,0.6851991,0.7287645,0.2750875,0.9383339,0.8304898,0.008935224
awt34,0.1499864,0.6925926,0.1130747,0.5670008,0.9035899,0.004874379
awt11,0.8557532,0.8245372,0.05212998,1.190718,0.8042388,0.0126264
awt40,0.8111611,0.8190236,0.4745341,1.397589,0.7126815,0.007399372
awt05,0.7165736,0.6684069,0.0396114,0.5098099,0.7964793,0.01887966
awt27,0.6736868,0.7642563,0.3082742,0.5497564,0.8956887,0.007130898
awt17,0.9134549,0.8982426,0.521801,1.190237,0.9451093,0.03858496
awt11,0.6696918,0.8012121,0.04784422,0.8358402,0.8402524,0.01428516
awt34,-0.183576,0.4913495,0.04690343,0.0126426,0.9466895,0.004276597
awt40,0.916684,0.8006613,0.3796268,1.0814,0.7602102,0.009050385
awt27,0.8689954,0.8222222,0.322628,1.206309,0.7864284,0.007081667
awt05,0.7377691,0.7684971,0.1818632,0.986732,0.8311398,0.01836265
awt17,0.922557,0.8711073,0.5058793,0.9427626,0.9569719,0.03701813
awt11,0.7747173,0.8356923,0.07041975,0.9957261,0.8404402,0.01373747
awt34,-0.0563546,0.5615079,0.05786817,0.1908811,0.9127099,0.004664738
awt40,0.9052695,0.8130682,0.30643,1.03339,0.7855701,0.008968207
awt27,0.9178119,0.8135065,0.3430743,0.9307501,0.8020399,0.006122862
awt05,0.8775024,0.8295813,0.2120127,0.7861264,0.8575274,0.01785621
awt17,0.8911659,0.8629195,0.4739927,0.7549139,0.9660861,0.03816071
awt34,0.1453812,0.6103806,0.04581996,0.2679195,NaN,0.004400733
awt11,0.7406375,0.8369231,0.07211269,1.14905,0.83618,0.01422595
awt40,0.9467301,0.8857143,0.6249966,1.121973,0.7372419,0.007051838
awt27,0.8737755,0.8324899,0.4023049,0.8760564,0.7654399,0.00517507
awt34,0.1835678,0.6858766,0.06111984,0.5989736,0.8865314,0.005031662
awt11,0.6551026,0.748028,0.05420976,0.8169283,0.8403212,0.0142278
awt17,0.9616172,0.8862817,0.5092755,1.13102,0.9590211,0.03638003
awt06,0.9300159,0.8674364,0.6086616,1.143767,0.8884974,0.04971673
awt27,0.9296099,0.8566964,0.5120937,0.7119027,0.864521,0.008139529
awt34,0.01992019,0.6516854,0.09803702,0.1624843,0.9075144,0.005218077
awt11,0.7633733,0.9030459,0.03317267,1.140699,0.8200358,0.01414494
awt17,0.9185627,0.8678959,0.5102406,0.9192124,0.9606774,0.03924416
awt27,0.9767597,0.8886364,0.3891656,0.9613324,0.8028442,0.007699848
awt06,0.8679744,0.8541167,0.5692825,1.10054,0.896155,0.0519159
awt34,-0.07236491,0.5944767,0.05159595,0.2790942,0.9170878,0.004735194
awt11,0.6190645,0.753992,0.02816629,0.9940137,0.8326298,0.0137168
awt17,0.9542245,0.8710153,0.4618026,1.047623,0.9594006,0.03946597
awt27,0.8527246,0.8577778,0.4681648,1.256528,0.797528,0.006836798
awt34,0.3319667,0.7839239,0.1976766,0.3917685,0.9079159,0.004565719
awt11,0.7794446,0.7991158,0.05164043,0.6788514,0.8657021,0.01454362
awt06,0.8381449,0.826372,0.4639657,0.8777389,0.8988772,0.05202088
awt17,0.9548524,0.8691767,0.5311431,0.8900947,0.9545776,0.0363682
awt27,0.9120471,0.8353247,0.4135369,0.9066345,0.8330515,0.007945801
awt11,0.6085151,0.807958,0.05212998,1.031216,0.8336675,0.01479832
awt34,0.191552,0.6607143,0.07307475,0.2910149,0.925008,0.004401158
awt27,0.8748729,0.8580077,0.4261877,1.254927,0.764121,0.006025312
awt17,0.9311269,0.8949233,0.5269771,1.018311,0.9610869,0.03575888
awt06,0.9336102,0.8588081,0.5663233,1.123902,0.8926434,0.05013615
awt11,0.4865183,0.7586806,0.07582663,0.8490411,0.8307271,0.01436119
awt34,0.2474172,0.699654,0.1372526,0.4264843,0.8836038,0.005110581
awt27,0.8505006,0.8112875,0.2889724,1.093205,0.8251997,0.008388742
awt17,0.9181382,0.8593151,0.5183591,0.9155924,0.9640572,0.03665114
awt11,0.8725399,0.8211673,0.08601989,0.9708233,0.8207368,0.0144639
awt34,0.141097,0.7001195,0.09125689,0.4997606,0.9068807,0.004804903
awt06,0.902153,0.8422242,0.5725874,1.283411,0.8827895,0.04803681
awt27,0.9145451,0.9139273,0.5490165,0.8515953,0.8419854,0.006856319
awt35,0.9388707,0.8171584,0.4456493,1.392158,0.6970266,0.004536427
awt11,0.5769648,0.7986415,0.06392403,0.8870916,0.8348738,0.01453606
awt17,0.8895298,0.8641107,0.4918344,1.154032,0.9481633,0.03205498
awt27,0.8179299,0.8982794,0.4215356,1.074125,0.8477281,0.006990137
awt06,0.8852825,0.8529643,0.5628539,1.107684,0.8920808,0.05203714
awt35,0.9334994,0.8715278,0.5868278,1.162664,0.7718198,0.006342854
awt11,0.7554833,0.8561282,0.08018589,0.9268882,0.8193992,0.01438604
awt17,0.9497906,0.8840857,0.5212607,1.043965,0.9542402,0.0345877
awt27,0.8812544,0.8450704,0.4277984,1.079194,0.8425896,0.007523319
awt35,0.8593139,0.8353846,0.6238061,1.108723,0.7423234,0.006829733
awt11,0.7951374,0.8065764,0.05164043,0.9882821,0.8431132,0.01456928
awt06,0.8479582,0.8895927,0.6486341,1.552733,0.8691615,0.04971373
awt17,0.9378265,0.882235,0.5198419,0.9884696,0.9575365,0.03579741
awt27,0.7228785,0.8128784,0.3338563,0.743947,0.7955408,0.007405336
awt35,0.6574271,0.755102,0.4051695,0.8131389,0.7666487,0.005500058
awt11,0.7411107,0.7490002,0.06074487,0.7081853,0.8763574,0.01504961
awt17,0.9087639,0.8460988,0.3555529,0.8451511,0.9615763,0.03841175
awt35,0.7531698,0.8214425,0.4684586,1.279713,0.7274409,0.005150953
awt06,0.9142746,0.8525286,0.5536661,1.409482,0.8863791,0.05214868
awt11,0.8266312,0.8454545,0.04650883,1.051317,0.8496227,0.01439316
awt17,0.7855268,0.8857308,0.4719087,0.7083999,0.9623358,0.03612814
awt35,0.8636674,0.7470204,0.3731201,0.7402841,0.7717004,0.007226567
awt11,0.8144232,0.7511295,0.03809256,0.8515538,0.8515366,0.01505694
awt06,0.9390881,0.8626053,0.570711,1.003428,0.8877578,0.05257312
awt17,0.9583448,0.885204,0.535291,1.104782,0.9468528,0.03603977
awt35,0.9150682,0.8548325,0.5595206,1.450242,0.6776355,0.005562625
awt11,0.8150961,0.7887807,0.09595828,0.9241746,0.84219,0.01460049
awt35,0.905062,0.816382,0.5741902,1.017165,0.7624714,0.007070237
awt17,0.9455036,0.9139167,0.538213,1.064397,0.9622062,0.03760878
awt06,0.8949463,0.87585,0.5918217,1.08554,0.8796034,0.05064948
awt11,0.8076468,0.8191057,0.04407157,0.8291271,0.8369398,0.01431002
awt35,0.8153024,0.8119923,0.4497408,1.169379,0.6861885,0.004516419
awt11,0.8998991,0.8167911,0.08056595,0.8763563,0.8726291,0.01459457
awt17,0.8798139,0.8560423,0.5123019,0.9624987,0.9534998,0.03668858
awt06,0.8882548,0.8402768,0.5579001,1.370326,0.8860199,0.05115068
awt35,0.9157932,0.8089196,0.4537688,1.686473,0.688453,0.00564595
awt11,0.8244805,0.8333333,0.07441577,0.955152,0.8467557,0.01502677
awt17,0.9358816,0.8805674,0.539398,0.9692264,0.9559923,0.03875486
awt35,0.7428838,0.7663443,0.4768489,1.344158,0.7694729,0.00652932
awt11,0.693939,0.8580009,0.03286112,0.8668488,0.8454771,0.01435475
awt06,0.8125487,0.8468645,0.5694897,0.9557004,0.8918338,0.04933209
awt17,0.9454169,0.899377,0.4764676,1.122607,0.9557638,0.03720833
awt35,0.6891851,0.6954178,0.1411969,1.149196,0.7965201,0.00759371
awt11,0.7988944,0.8438795,0.05164043,0.8932839,0.8411454,0.01238832
awt17,0.9200095,0.8791651,0.4918207,1.119926,0.9571173,0.03912632
awt35,0.8955767,0.8283699,0.5231451,0.9237288,0.753527,0.006458544
awt06,0.9542393,0.8635577,0.5593182,1.026083,0.8928613,0.05042872
awt12,0.908567,0.9124103,0.07894496,0.9949015,0.9778692,0.006897134
awt35,0.934779,0.7996154,0.4907377,1.202382,0.7396025,0.006969414
awt17,0.9511067,0.8740706,0.4806172,1.020287,0.9590427,0.0389954
awt12,0.8659864,0.8475687,0.07803118,0.7641547,0.9662599,0.00663335
awt06,0.8820266,0.856523,0.5464453,1.192943,0.8803884,0.05018515
awt35,0.8454217,0.8058027,0.5465807,1.077668,0.745502,0.006541377
awt17,0.9304162,0.8594896,0.4792099,1.030444,0.9567627,0.03402195
awt12,0.8863671,0.9396923,0.07978485,0.8967833,0.9595982,0.006830632
awt35,0.805209,0.8405172,0.4374249,1.217444,0.8007627,0.006986077
awt06,0.9264691,0.8807056,0.6614238,1.042787,0.8871226,0.05078931
awt17,0.9755878,0.8619979,0.4127457,1.175186,0.955606,0.03651047
awt12,0.9120569,0.9370177,0.08648413,0.8365222,0.9781017,0.007053465
awt35,0.9041995,0.7357253,0.4097194,1.295802,0.7246381,0.005362514
awt17,0.916769,0.8368794,0.4294089,0.9312724,0.9524896,0.03722505
awt12,0.8343467,0.9042443,0.1077822,1.129676,0.9710298,0.006496955
awt06,0.9147678,0.8555163,0.5864958,1.376331,0.878404,0.04848906
awt12,0.9454745,0.9267893,0.08947126,1.213016,0.9613759,0.00692887
awt17,0.9756935,0.8717068,0.4650236,0.9897733,0.9688305,0.03723179
awt06,0.8829335,0.8550347,0.5362069,1.287693,0.8960468,0.05049653
awt12,0.8290157,0.9296066,0.1022705,1.125589,0.9716138,0.00680066
awt17,0.9768435,0.8730433,0.488655,1.098534,0.9424659,0.03721545
awt12,0.9265311,0.8668718,0.08571206,0.7214672,0.9628194,0.006383928
awt17,0.9094449,0.8665135,0.5115121,0.9415327,0.9601762,0.03545254
awt06,0.9350941,0.8809515,0.6548154,1.154815,0.8958958,0.05021587
awt12,0.8242345,0.9304693,0.09889876,0.9359918,0.9661907,0.006544154
awt17,0.9488735,0.878989,0.48601,0.856,0.9621713,0.03362093
awt06,0.8750406,0.868404,0.5527639,1.076626,0.9009181,0.05228173
awt12,0.8637836,0.9383674,0.06841866,1.20446,0.9755211,0.00663135
awt17,0.9414087,0.8724638,0.5082982,0.9368469,0.9603333,0.03660568
awt12,0.7993074,0.9226556,0.07567334,1.197281,0.971745,0.006750602
awt06,0.9140077,0.8631029,0.5707126,1.116209,0.8867328,0.04851305
awt17,0.9646957,0.8797808,0.4959146,1.150597,0.9481918,0.03441103
awt12,0.9038785,0.927076,0.06989014,0.9752703,0.9700358,0.007149971
awt17,0.9254817,0.8893131,0.4901646,1.032097,0.9584145,0.03692997
awt06,0.8938856,0.8210705,0.4838405,1.082866,0.886985,0.05009104
awt12,0.604419,0.9178554,0.1055532,1.387251,0.9592803,0.006670107
awt17,0.921912,0.8775964,0.5433029,1.064578,0.9356466,0.03408315
awt12,0.9577916,0.9375307,0.1027003,0.9578819,0.9705598,0.00678538
awt06,0.8995929,0.8556173,0.5497789,1.152198,0.888103,0.05097916
awt17,0.95082,0.8777553,0.5278209,1.063894,0.9563879,0.03698645
awt12,0.8537773,0.9466008,0.07428351,1.068845,0.9551364,0.006569077
awt17,0.9725107,0.8800049,0.4941147,1.044455,0.9554848,0.03572198
awt06,0.8680387,0.8474113,0.5847615,1.295228,0.8919861,0.05067997
awt12,0.9183156,0.9165128,0.08021154,1.102865,0.9751042,0.006555162
awt17,0.8349142,0.8539593,0.4590447,0.8275779,0.9526527,0.03536744
awt06,0.9020458,0.8413897,0.509102,1.225194,0.879603,0.04934564
awt17,0.9127033,0.870714,0.464703,1.129356,0.95521,0.03625286
awt06,0.9322017,0.87725,0.607669,1.226141,0.8869738,0.05005002
awt17,0.9344649,0.893625,0.4910498,1.037561,0.958662,0.03722849
awt06,0.9481805,0.830008,0.5533472,1.26064,0.8844266,0.04962406
awt17,0.9249304,0.8578533,0.4387543,0.9112533,0.9536215,0.03961337
awt17,0.9738753,0.8850722,0.5609995,1.149146,0.9549138,0.03682946
awt06,0.9192823,0.8485712,0.5464473,1.108189,0.8835124,0.04994162
awt06,0.8841067,0.8482986,0.6162569,1.452344,0.8841474,0.04913474
awt06,0.8421944,0.8594156,0.550954,1.518165,0.8784581,0.04959193
awt06,0.9266931,0.8514314,0.522824,0.8243834,0.8810378,0.04860551
awt06,0.9092815,0.831257,0.4908393,1.030039,0.8792231,0.05123085
awt06,0.9414539,0.8511406,0.5671056,1.007782,0.8895907,0.04882702
awt06,0.9257049,0.8571229,0.5743318,1.340458,0.8820854,0.05021747
can08,0.9181072,0.5911823,0.07412528,0.8109018,0.7797751,0.04593492
can11,0.9317456,0.6129673,0.1595964,1.023354,0.7913385,0.075955
can02,0.990427,0.7413431,0.2233747,1.168247,0.956395,0.1577407
can15,0.9933882,0.7214272,0.221252,1.106014,0.915799,0.1320448
can05,0.9338936,0.6649682,0.04754458,0.8734742,0.9266792,0.02962649
can18,0.990819,0.8232042,0.1389036,1.251577,0.9814525,0.1683785
can08,0.9080468,0.6051467,0.07755727,1.066185,0.7772146,0.04468706
can11,0.9608047,0.6166077,0.1640133,0.9327709,0.7688561,0.05994898
can15,0.9931624,0.7269055,0.2337543,1.075513,0.9178855,0.1285242
can05,0.9094978,0.6374205,0.03958624,0.7703849,0.9149871,0.03264874
can02,0.9939881,0.7374436,0.2077484,1.091953,0.959252,0.1587395
can18,0.9894617,0.8243667,0.1364876,1.380359,0.9818773,0.1601962
can08,0.9224652,0.5956813,0.07691413,1.14878,0.753784,0.04005992
can11,0.9690957,0.6185904,0.163877,0.9788438,0.754216,0.06633432
can05,0.9367568,0.6420627,0.04650989,0.9272978,0.9064295,0.02769607
can15,0.9903937,0.7306979,0.2288432,1.196395,0.9025574,0.1369453
can02,0.9958762,0.7301871,0.210751,1.186436,0.954619,0.1575397
can18,0.9894033,0.8205527,0.1393988,1.229025,0.9816558,0.1966404
can08,0.9476149,0.6066766,0.08360315,0.9747871,0.7553944,0.04343523
can11,0.9067297,0.6157187,0.173678,1.053246,0.7687458,0.06316972
can05,0.8782102,0.6402374,0.04726428,0.7685613,0.9115102,0.03120352
can15,0.9899057,0.7129969,0.2126012,1.097834,0.9114481,0.1394038
can02,0.9929045,0.7399093,0.2205951,1.106902,0.9638635,0.1816836
can18,0.9877609,0.8234316,0.1330929,1.347156,0.9807171,0.1644002
can08,0.9541906,0.609567,0.08763303,0.8025106,0.7769248,0.04696354
can11,0.911214,0.6100975,0.1558229,0.8025898,0.778242,0.06852448
can05,0.9506361,0.6656802,0.05312675,0.8321988,0.9193621,0.03358353
can15,0.9856123,0.710653,0.2191044,1.113902,0.9247002,0.1366511
can02,0.9916807,0.7330189,0.2131865,1.183816,0.9550044,0.1648964
can18,0.9940835,0.826087,0.1349042,1.336428,0.9806678,0.1536073
can08,0.9185341,0.5956348,0.07626216,0.757444,0.7629776,0.04344848
can11,0.9246898,0.6223718,0.1739637,0.9024373,0.7650595,0.06975136
can05,0.9798817,0.6684375,0.05207655,0.8247224,0.9171844,0.03003347
can15,0.9886176,0.711794,0.2134977,1.023176,0.9176884,0.1379773
can08,0.9269971,0.6055478,0.08386943,1.041399,0.7545443,0.04288305
can02,0.9839339,0.7281477,0.2053052,1.244114,0.95632,0.1610529
can18,0.9880678,0.8286816,0.1431533,1.243805,0.9837194,0.1600556
can11,0.9415162,0.6210616,0.1704088,1.035379,0.77348,0.06748793
can05,0.9400222,0.6655518,0.04574751,0.9716149,0.916765,0.0307138
can15,0.9885297,0.716067,0.221889,1.131457,0.9160573,0.1281421
can08,0.9258402,0.5987042,0.07620811,1.003392,0.7714811,0.04800825
can02,0.9882957,0.7359926,0.2201298,1.134194,0.9593096,0.1638747
can18,0.9807403,0.8257319,0.1424607,1.276335,0.9793772,0.1743321
can11,0.9528888,0.6214112,0.1651271,0.8843828,0.7554556,0.06822294
can05,0.9663103,0.665468,0.05110913,0.8392787,0.9212903,0.03508669
can15,0.9902717,0.7195951,0.2204962,1.167712,0.9179412,0.1345615
can08,0.9079032,0.5958838,0.06801384,0.9123776,0.7646595,0.04947013
can11,0.9446744,0.6246525,0.1686995,0.927408,0.7758057,0.06894724
can02,0.9904368,0.7307072,0.2124287,1.192401,0.9565107,0.1618868
can18,0.9905621,0.8295933,0.1361953,1.321719,0.9814843,0.1439292
can15,0.9904254,0.7253706,0.2228041,1.170459,0.9111107,0.1380468
can05,0.9344861,0.6524566,0.05063082,0.9258217,0.9128344,0.03432934
can08,0.9636876,0.6193091,0.08974171,1.06941,0.7665816,0.04405429
can11,0.928269,0.613207,0.161043,1.135994,0.747214,0.06259459
can02,0.9942202,0.7295848,0.2132604,1.160982,0.9548096,0.1623688
can18,0.988407,0.8293639,0.1462701,1.27545,0.9808528,0.1595121
can05,0.9721922,0.6657023,0.04681182,0.9202126,0.9132375,0.0309507
can15,0.9933675,0.7222085,0.2174195,1.158003,0.9123615,0.1435448
can08,0.9391738,0.5939337,0.06868481,0.9503547,0.7792405,0.05127307
can11,0.9724263,0.6166927,0.1641656,0.8808108,0.7800365,0.07438391
can02,0.9884047,0.7306155,0.2123952,1.12902,0.9582481,0.163527
can18,0.9875756,0.8226738,0.1378726,1.41259,0.9794656,0.1610654
can15,0.9868914,0.7169523,0.2218036,1.110171,0.9123614,0.1333766
can05,0.9739689,0.6527407,0.04152783,0.8230938,0.9186908,0.03127087
can08,0.9267243,0.599751,0.07734225,0.754923,0.7892305,0.04929754
can11,0.9435988,0.6230683,0.169878,0.9726062,0.7763028,0.07201895
can02,0.9906522,0.7290503,0.21475,1.189813,0.9575881,0.1687449
can05,0.9766624,0.6716417,0.04881145,1.006941,0.9117846,0.0308916
can15,0.9869205,0.7241911,0.2282337,1.095257,0.912025,0.1326821
can08,0.9197272,0.6054445,0.07926279,1.019922,0.7716557,0.04881444
can18,0.9907598,0.8308339,0.1492694,1.32632,0.9812355,0.1515956
can11,0.9302255,0.6139868,0.1612395,0.9232179,0.7635924,0.06516058
can02,0.9848049,0.7372921,0.2181043,1.160938,0.9558457,0.1781618
can05,0.9287728,0.671374,0.0527933,0.7032253,0.928243,0.03036286
can15,0.9907822,0.7186457,0.2151426,1.114024,0.9184791,0.137084
can08,0.9016794,0.6004098,0.074319,0.9417446,0.7594936,0.04312298
can18,0.9889154,0.8292405,0.1370202,1.309503,0.9817601,0.1707495
can11,0.9544166,0.6240622,0.1648712,0.9506201,0.7521732,0.06088551
can02,0.9960429,0.7366338,0.2107839,1.151734,0.9595912,0.1755798
can08,0.9232706,0.609454,0.08560554,0.8952216,0.7495632,0.04654809
can05,0.9795257,0.6657205,0.05204575,0.8120128,0.9209566,0.03048273
can15,0.9879962,0.7184787,0.2256039,1.090789,0.9187802,0.130889
can18,0.9874834,0.8259958,0.1359827,1.319492,0.9827029,0.1692526
can11,0.9332704,0.6088822,0.1692976,0.9324502,0.7685938,0.07331041
can08,0.9352984,0.6076612,0.08454312,0.8988284,0.7871596,0.04419642
can15,0.9942609,0.7290334,0.2288287,1.079589,0.9169472,0.1449828
can05,0.978562,0.6710739,0.04680594,0.7547156,0.9321706,0.03606596
can02,0.9876434,0.7417656,0.2240182,1.134738,0.961677,0.1640691
can18,0.9913563,0.8299417,0.1373129,1.311432,0.9827777,0.1756762
can11,0.9287655,0.6141791,0.1550514,0.9059576,0.7651878,0.07280072
can08,0.9042016,0.6013239,0.08379406,1.115765,0.7503358,0.04109887
can15,0.9897779,0.7227164,0.2181679,1.192748,0.9082332,0.1229
can05,0.9622586,0.6655877,0.04637831,0.9571722,0.9172316,0.02913765
can02,0.993854,0.7309958,0.2148462,1.123289,0.9589728,0.1695205
can11,0.9062103,0.6104985,0.1627155,1.087121,0.7566106,0.06513799
can18,0.9879875,0.8278273,0.1340852,1.303978,0.9809517,0.1548856
can08,0.9131201,0.6023076,0.07835464,0.7949637,0.7780197,0.04823993
can15,0.9879736,0.7240367,0.2275421,1.037186,0.9181667,0.1227083
can05,0.9690914,0.6724087,0.05475399,0.7676093,0.935375,0.03266776
can02,0.9885957,0.7431153,0.2245683,1.104488,0.9623398,0.1767071
can11,0.9530026,0.6289079,0.1785307,0.9176067,0.7636713,0.06659767
can18,0.9860199,0.8244342,0.1399481,1.235668,0.9821761,0.1593782
can08,0.8983369,0.6065499,0.07387276,0.928048,0.7596163,0.04282025
can15,0.9882116,0.7157254,0.2184785,1.142785,0.910684,0.129188
can05,0.9426117,0.672524,0.05125607,0.8821291,0.9207841,0.02691299
can11,0.9308969,0.6190566,0.1640342,1.043477,0.7696477,0.06397546
can02,0.990525,0.7308363,0.213701,1.212305,0.9568728,0.1560667
can08,0.9170628,0.6108234,0.08495956,0.9256192,0.7850941,0.04972606
can18,0.9858942,0.8250478,0.1336388,1.352161,0.9806119,0.1574408
can15,0.9880573,0.7180906,0.2264408,1.147902,0.9161337,0.1414517
can05,0.9541536,0.668908,0.05185209,0.8928767,0.926675,0.03239946
can11,0.9433445,0.6196782,0.1626517,0.822073,0.7846773,0.07573159
can02,0.99485,0.7382691,0.2149819,1.057321,0.9619054,0.1661531
can08,0.9375986,0.6046935,0.07947555,0.8985885,0.7786345,0.0466319
can18,0.9906697,0.8311772,0.139792,1.374808,0.980371,0.1555688
can15,0.9719754,0.7252199,0.2229336,1.147362,0.921132,0.1517482
can05,0.9585867,0.6777063,0.05294348,0.8800025,0.9216707,0.02959067
can11,0.9095925,0.602797,0.1456791,1.058861,0.7633671,0.07133747
can08,0.8679819,0.6064597,0.08365248,0.9494523,0.7741467,0.04848679
can02,0.9958463,0.7307519,0.2045576,1.190147,0.9548534,0.1590253
can18,0.9900492,0.8296123,0.1365148,1.27847,0.982568,0.1639036
can15,0.9831644,0.716065,0.2176938,1.153314,0.9137206,0.1377557
can05,0.9742561,0.6711874,0.05019797,0.879507,0.9242887,0.03165182
can11,0.9353556,0.6159166,0.1643536,0.9680512,0.7678942,0.06578373
can08,0.9102977,0.6017053,0.07778728,0.9116475,0.7864256,0.04916739
can02,0.9914215,0.7297983,0.2083868,1.124085,0.9609746,0.1686391
can18,0.9940404,0.8258809,0.1339978,1.312884,0.9816566,0.1550512
can15,0.989722,0.7086042,0.2137316,1.132296,0.9031021,0.1211219
can11,0.9406665,0.6154452,0.1619086,0.9350087,0.7765037,0.06257746
can05,0.9481916,0.6439132,0.03935398,0.8612909,0.9287205,0.03034748
can08,0.9428294,0.5988024,0.07721941,0.8865476,0.7660507,0.04438879
can02,0.9929957,0.7355686,0.2151725,1.09816,0.9611309,0.1564273
can18,0.9875106,0.821817,0.1379061,1.459098,0.9803214,0.1623463
can15,0.9958563,0.7227677,0.2189672,1.108566,0.9156513,0.1263163
can11,0.9324499,0.6166136,0.1627037,0.9662534,0.7602332,0.06633551
can05,0.9703309,0.6637303,0.04917535,0.9308196,0.9140515,0.02956302
can08,0.8876423,0.5973101,0.07127356,0.9922355,0.7430621,0.03999888
can02,0.9808581,0.7408458,0.2263271,1.237068,0.9553746,0.1601548
can15,0.9859722,0.7119085,0.2135016,1.131985,0.9147953,0.1362412
can11,0.9631534,0.6156982,0.1624593,0.8038044,0.7598343,0.06495914
can18,0.9902368,0.826705,0.1322218,1.32014,0.9825434,0.1679913
can05,0.9274592,0.654372,0.05134814,0.9162686,0.9034638,0.02688519
can08,0.9249497,0.6042923,0.07254214,0.9004204,0.7701087,0.04468513
can02,0.9895258,0.7260874,0.2182947,1.176233,0.9548002,0.1451997
can11,0.9614808,0.6161127,0.150095,0.8915245,0.7784938,0.06720341
can15,0.9906411,0.7235778,0.2339279,1.177627,0.9136734,0.111398
can08,0.8836495,0.6052468,0.07776076,0.7967275,0.7809341,0.04628242
can05,0.9623408,0.6716895,0.05005315,0.7304021,0.9334412,0.03389382
can18,0.9848963,0.8302635,0.1360089,1.473317,0.9786835,0.1548568
can02,0.9919805,0.7354324,0.2192142,1.149303,0.9612387,0.1658899
can11,0.9492486,0.6148931,0.155303,0.9189643,0.7651619,0.06707017
can08,0.8800789,0.5909504,0.07342319,0.8911403,0.7755511,0.04941625
can15,0.9900475,0.7260115,0.2280221,1.177259,0.9098638,0.122308
can05,0.9832407,0.6580735,0.05076064,0.8745807,0.913782,0.03052284
can18,0.9871284,0.8333618,0.1374886,1.262177,0.9826907,0.1679259
