Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
sa17,0.8454974,0.9225352,0.1340482,0.9625611,0.9950213,0.008751644
sa02,0.5055237,0.6419414,0.07083125,1.287213,0.7983323,0.01943868
sa27,0.78846,0.8687215,0.07692087,1.230266,0.7649763,0.005464916
sa08,0.6452698,0.7378472,0.09302079,1.220699,0.6689274,0.003473268
sa12,0.9781814,0.9375,0.1237084,1.168506,0.926174,0.03506371
sa22,0.7820883,0.9059214,0.1413016,0.7783431,0.9836028,0.01080958
sa17,0.7432037,0.8959602,0.1830963,0.7285297,0.9958839,0.009344421
sa27,0.8674968,0.8637153,0.08034418,0.9137806,0.8343985,0.005177813
sa02,0.6324523,0.7066545,0.1753268,1.152112,0.8162395,0.02077243
sa08,0.7198115,0.8567708,0.08695384,2.458983,0.7174608,0.003816881
sa12,0.9419292,0.863314,0.1122419,1.201877,0.9178569,0.03576637
sa22,0.9403154,0.8181818,0.1249974,1.082303,0.9685885,0.009748765
sa17,0.8318004,0.8147887,0.1144128,1.061705,0.9877086,0.008416558
sa27,0.8605748,0.8504191,0.1309499,0.7129404,0.8026784,0.005517493
sa08,0.7193002,0.8576389,0.08695384,3.328284,0.6288306,0.003177534
sa02,0.3796413,0.7148438,0.1792692,1.151738,0.8259643,0.02022973
sa12,0.9761582,0.8515152,0.2061825,1.26906,0.9129783,0.03464886
sa17,0.9211002,0.8433269,0.1093699,0.8863122,0.9934579,0.008258412
sa22,0.7217071,0.8744292,0.06976502,1.175739,0.968872,0.009455234
sa27,0.8325147,0.8640249,0.1184188,1.139891,0.7793495,0.005703618
sa08,0.8419084,0.9704861,0.08510362,9.583286,0.7006548,0.00404333
sa02,0.7271539,0.754884,0.2296892,1.022012,0.8090703,0.01880109
sa12,0.9675731,0.8875,0.1249971,1.363863,0.9095225,0.03469395
sa17,0.4774433,0.9073892,0.1228051,0.7541944,0.9944449,0.00970334
sa22,0.9872568,0.8926397,0.138295,0.8575075,0.9783126,0.009332055
sa27,0.7898021,0.8206897,0.09722012,0.8334182,0.8015785,0.005816068
sa08,0.5718599,0.6371528,0.08988507,0.5468079,0.7562048,0.004381676
sa02,0.6926747,0.7243006,0.1670972,1.214466,0.7879559,0.01792724
sa17,0.9169354,0.9214286,0.1739108,0.7484519,0.9941505,0.009286572
sa12,0.9429594,0.9413392,0.1340176,1.311689,0.9148576,0.03588517
sa27,0.906524,0.8710179,0.1184188,0.7889602,0.7995672,0.005092653
sa08,0.838738,0.9548611,0.08790945,7.491435,0.6888251,0.005386699
sa22,0.9829258,0.8909795,0.1477246,0.9940927,0.9735938,0.01027632
sa02,0.4506603,0.6917485,0.1371913,0.863577,0.8563586,0.02300571
sa17,0.5501008,0.8517086,0.1263867,0.8024603,0.9936474,0.009521601
sa08,0.6954578,0.8776042,0.08247133,1.883286,0.7392396,0.004348957
sa27,0.8770786,0.8258503,0.06328894,0.7652643,0.8363029,0.005571808
sa12,0.9715759,0.8721532,0.1458304,1.216513,0.9125688,0.03410311
sa22,0.8654415,0.8436853,0.1573007,1.050316,0.9715084,0.01016887
sa08,0.8357775,0.9322917,0.08695384,3.655837,0.7470116,0.006062388
sa02,0.4983066,0.6576923,0.07927131,1.062836,0.810008,0.02131275
sa27,0.6809848,0.7725352,0.1369841,0.7485122,0.804181,0.005023487
sa17,0.7500871,0.8184915,0.1770093,0.8171825,0.993645,0.009439378
sa12,0.9516734,0.9231144,0.156247,1.3097,0.9170266,0.03483588
sa22,0.9422544,0.9178571,0.1411739,1.009502,0.9849413,0.009269808
sa27,0.7954458,0.7846791,0.1628529,0.9962106,0.7704223,0.005480644
sa08,0.796858,0.9097222,0.09195152,3.893294,0.7635919,0.005260426
sa17,0.8891988,0.9340278,0.1403489,0.9296861,0.9959305,0.009439638
sa02,0.8139875,0.7565982,0.2079046,0.8800698,0.8522789,0.0221975
sa12,0.9643579,0.8622871,0.156247,1.192236,0.9202788,0.03343537
sa22,0.7481801,0.8937465,0.138295,0.7941979,0.9818168,0.009686327
sa08,0.7466351,0.9401042,0.08695384,4.022352,0.7055043,0.004342566
sa27,0.7838471,0.7552448,0.08904836,0.9329013,0.7801634,0.005252541
sa17,0.8593233,0.9598592,0.1388867,0.9564933,0.9950298,0.008670049
sa02,-0.05058176,0.6582406,0.08375531,0.9874457,0.816885,0.02199872
sa12,0.9688652,0.9148418,0.156247,1.487298,0.90933,0.03488894
sa22,0.9578241,0.8746479,0.1162766,1.31094,0.9699022,0.01043832
sa08,0.7613086,0.921875,0.08510362,2.291735,0.7688499,0.004947958
sa27,0.7836096,0.8478873,0.1388867,0.8790345,0.7763484,0.004168688
sa17,0.2297034,0.6875,0.02355993,1.306385,0.9312529,0.007109388
sa02,0.6272592,0.7111111,0.1236766,0.8658437,0.8220463,0.01998754
sa08,0.7010899,0.9027778,0.08080509,3.585389,0.7049471,0.003927656
sa27,0.7326156,0.8502463,0.09333117,0.9882814,0.7826721,0.005338275
sa12,0.9712086,0.9053309,0.1666637,1.387892,0.9107829,0.0339235
sa22,0.9354023,0.9131944,0.08601879,0.7194301,0.9794492,0.01002578
sa17,0.128398,0.808867,0.0419245,0.7434264,0.99119,0.008651941
sa02,0.7468482,0.7637223,0.1999276,0.901348,0.8191248,0.02283724
sa08,0.7171327,0.8819444,0.08162971,2.669776,0.7007053,0.004934615
sa27,0.7993289,0.8098522,0.09090688,0.8620927,0.7789439,0.0043526
sa12,0.9562445,0.9021898,0.156247,1.284867,0.9046525,0.03502002
sa22,0.7780146,0.8938356,0.0666641,1.067353,0.9623312,0.01009596
sa17,0.7098804,0.8577465,0.1070108,0.9234851,0.9947656,0.008520127
sa08,0.6194687,0.7083333,0.07920482,1.065207,0.6731229,0.005149014
sa27,0.7625944,0.8295775,0.1282028,0.8106933,0.8072131,0.005522876
sa02,0.8111741,0.7807692,0.1959401,0.9339168,0.8232242,0.02173571
sa22,0.9451477,0.8749194,0.1309499,1.386198,0.9494927,0.01047912
sa12,0.9709868,0.86618,0.1261451,1.239719,0.9124602,0.03500794
sa17,0.8501882,0.8900243,0.1587526,0.7541037,0.9938056,0.008712325
sa08,0.6621337,0.7265625,0.08790945,0.9335098,0.6684437,0.00385783
sa27,0.8632951,0.8570319,0.1232855,1.036652,0.7948104,0.005581406
sa02,0.7282803,0.6928962,0.1374977,1.087984,0.7876552,0.01804169
sa22,0.989142,0.8446429,0.1290295,0.8845686,0.9768839,0.010161
sa12,0.9575556,0.9253731,0.185564,1.37442,0.9031094,0.03499208
sa18,0.6969198,0.7761194,0.1665481,0.9964628,0.8973921,0.01977068
sa08,0.7549108,0.7899306,0.08601879,1.891129,0.659156,0.004632053
sa27,0.8145409,0.8871528,0.1126739,0.8335164,0.8443845,0.00658346
sa02,0.6414083,0.7551913,0.2053655,0.941157,0.8343539,0.02145076
sa08,0.752515,0.8246528,0.08888629,2.948593,0.6374986,0.004428713
sa12,0.9517799,0.8916758,0.2187469,1.381665,0.9098426,0.03415187
sa22,0.9507796,0.8982968,0.1807204,1.00235,0.9824218,0.01153756
sa18,0.6033067,0.8982517,0.2418092,1.067796,0.8869642,0.02051604
sa27,0.6148562,0.8597973,0.05063073,0.853446,0.8359701,0.005995529
sa02,0.6906022,0.776063,0.225433,1.108182,0.7854026,0.01851793
sa08,0.7861842,0.9088542,0.09302079,3.236347,0.6234489,0.0029797
sa27,0.7811795,0.8282828,0.1249978,0.9509797,0.8115125,0.005677954
sa22,0.8494551,0.8958333,0.136361,1.319198,0.9471855,0.009028971
sa12,0.924754,0.8630515,0.1684181,1.301314,0.9254217,0.0341003
sa18,0.5685158,0.8954451,0.1749976,1.023152,0.9184947,0.02015637
sa02,0.5456547,0.7046229,0.05808694,1.084137,0.8331189,0.02399562
sa08,0.7998254,0.9730903,0.08790945,12.4063,0.6629768,0.003236292
sa27,0.8489033,0.8233398,0.1243259,0.9519199,0.790663,0.00597159
sa22,0.9902854,0.9225235,0.1397821,0.7001694,0.9735911,0.009329427
sa13,0.8081289,0.8091549,0.1190452,1.302308,0.9173347,0.01498922
sa18,0.64512,0.8,0.1940507,1.11415,0.8877183,0.02048259
sa08,0.7611669,0.7960069,0.08888629,1.759776,0.7491048,0.005987464
sa02,0.6030013,0.7572917,0.1629475,0.9742286,0.8547555,0.02271085
sa27,0.9134449,0.865493,0.1369841,0.8628419,0.8461849,0.005687842
sa22,0.7632323,0.8477078,0.09782339,0.757218,0.9756432,0.009617464
sa13,0.7876525,0.7071429,0.08963347,1.126168,0.9461168,0.01569029
sa18,0.6718266,0.8799242,0.2368396,1.029742,0.8951947,0.02025063
sa08,0.7771794,0.8480903,0.111109,3.194063,0.7319003,0.005253047
sa27,0.9272959,0.7994842,0.1486464,1.19841,0.7774621,0.005993757
sa02,0.7853788,0.7338798,0.2069661,0.9755036,0.8149141,0.02224982
sa22,0.7766989,0.8482759,0.08235053,1.117525,0.97078,0.009634898
sa13,0.8522694,0.8672619,0.1162441,1.278421,0.9104867,0.01618075
sa08,0.6800108,0.7092014,0.09411521,1.631077,0.6009447,0.002948869
sa18,0.6014263,0.726949,0.1227495,1.077582,0.9073307,0.01963524
sa27,0.8914559,0.8253521,0.1234544,1.02472,0.7952545,0.005548913
sa02,0.2745554,0.7122963,0.2268269,0.8993246,0.8276706,0.02045091
sa13,0.7864327,0.9661458,0.08988507,1.307938,0.9340631,0.01646366
sa22,0.8600754,0.9026435,0.1235929,1.04295,0.9676518,0.009924913
sa08,0.6706468,0.7248264,0.08420772,1.537403,NaN,0.00453331
sa27,0.7930452,0.8570319,0.1216194,0.865562,0.8558618,0.006296866
sa18,0.6666008,0.8641726,0.2581403,0.9416071,0.8940339,0.02020345
sa02,0.4880922,0.7396215,0.1534176,0.9030695,0.8059281,0.02073374
sa13,0.8751061,0.9881773,0.08536352,1.256754,0.9492997,0.01719916
sa08,0.7807715,0.8828125,0.08988507,4.231284,0.6102648,0.003736723
sa22,0.9064792,0.8559524,0.1333307,1.050354,0.9677066,0.00974347
sa27,0.8186941,0.8869048,0.1558418,0.8008152,0.8205397,0.005076094
sa18,0.4805318,0.7962121,0.2070971,0.9594292,0.8891811,0.01968058
sa02,0.6706163,0.6976378,0.1459906,1.029094,0.8038394,0.02077097
sa08,0.7734253,0.8784722,0.09090656,4.92422,0.6924943,0.005598345
sa13,0.882213,0.8573059,0.08333126,1.040756,0.9470745,0.01577518
sa27,0.8732575,0.8277027,0.05555354,1.353531,0.7638851,0.004483963
sa22,0.9014879,0.906338,0.1162766,1.062112,0.9689931,0.009598645
sa18,0.6454189,0.8671875,0.2631554,0.9790682,0.9107839,0.02047852
sa08,0.7149278,0.8012153,0.09755862,1.979342,0.6816096,0.003307353
sa02,0.6847249,0.8365352,0.1803951,0.9515972,0.8144722,0.02013139
sa13,0.4529428,0.8571429,0.0577941,1.272149,0.916037,0.01704462
sa27,0.7364032,0.8710046,0.08333126,1.05957,0.7845387,0.006050215
sa22,0.8489488,0.9020979,0.09782339,0.8801887,0.9834785,0.01096834
sa18,0.702417,0.7263229,0.1631993,0.99911,0.8883395,0.0199985
sa08,0.7795846,0.9097222,0.09523569,1.762438,0.7268633,0.004332993
sa27,0.9246077,0.8965517,0.09210308,0.5736338,0.8632305,0.005879275
sa02,0.7242225,0.7703937,0.197366,1.2894,0.7880768,0.02025271
sa13,0.876847,0.9802956,0.08860534,1.100288,0.9511728,0.01655731
sa22,0.9586423,0.9404762,0.1609169,1.202875,0.9522482,0.01077708
sa08,0.7089731,0.7743056,0.08695384,1.399565,0.6280921,0.003600808
sa18,0.6251399,0.8416149,0.1268168,1.017929,0.9091213,0.01981744
sa27,0.9424615,0.8420139,0.09638316,0.9207408,0.7941173,0.005386865
sa13,0.7555011,0.9172297,0.04819048,1.171687,0.9038325,0.01566587
sa02,0.7801355,0.742513,0.1842082,0.8895987,0.8184954,0.02241222
sa23,0.5135238,0.8472222,0.0999977,0.7929792,0.9755028,0.01400943
sa08,0.6551282,0.7239583,0.08790945,0.972091,0.7489756,0.004505953
sa18,0.7161551,0.8064182,0.1554955,0.8150233,0.9162077,0.0206991
sa27,0.6248821,0.7527094,0.07215933,1.072985,0.7764704,0.005289174
sa13,0.8791043,0.8363095,0.1073571,1.199037,0.9280767,0.01662105
sa23,0.5513701,0.7389163,0.05888274,1.215084,0.9777744,0.01377053
sa02,0.8255862,0.8066142,0.2215794,1.105097,0.7923066,0.02075792
sa08,0.776174,0.9045139,0.08988507,3.507265,0.7006978,0.004893795
sa27,0.9177962,0.7270936,0.06458659,0.87705,0.8332288,0.005972433
sa18,0.7055064,0.7816993,0.1597198,1.042754,0.890868,0.0206444
sa23,0.7581223,0.839527,0.05479248,1.093925,0.974971,0.01522504
sa13,0.7727084,0.7196181,0.0686251,1.286312,0.9513424,0.01618919
sa08,0.8703251,0.9557292,0.08510362,8.768763,0.6410262,0.003497314
sa02,0.7813563,0.7291339,0.1667509,0.8268358,0.8168068,0.02215704
sa27,0.7921773,0.8795649,0.09210308,0.848529,0.7977615,0.005813268
sa18,0.7695488,0.8472019,0.1236984,0.8714614,0.9121318,0.02070993
sa23,0.4274508,0.7477833,0.08536352,0.9282524,0.9824544,0.01338763
sa08,0.7619972,0.9114583,0.08601879,6.926473,0.6641692,0.004615749
sa13,0.8196856,0.9002433,0.1519583,1.150038,0.932794,0.01576584
sa02,0.7232917,0.792803,0.1722199,1.051019,0.7802333,0.01907849
sa27,0.7010282,0.8071429,0.1358259,0.7076805,0.7727013,0.00436332
sa08,0.7689266,0.8585069,0.09195152,1.856979,0.7786622,0.006405924
sa23,0.5996724,0.8090278,0.09755862,0.7390631,0.975902,0.01300708
sa18,0.6720966,0.8387402,0.255779,1.020341,0.8981665,0.02033517
sa13,0.7942083,0.784507,0.1249977,1.259665,0.9089109,0.01692511
sa02,0.357671,0.7185315,0.1248457,1.179616,0.8173006,0.02023374
sa28,0.6044103,0.8116788,0.1684825,0.7618305,0.8464049,0.007617355
sa08,0.7281705,0.7786458,0.09090656,1.505909,0.7395418,0.0049153
sa23,0.6687158,0.7635468,0.06340739,0.7376597,0.9819089,0.01367417
sa13,0.8197297,0.9797297,0.0512799,1.24456,0.9458798,0.0173275
sa18,0.5978767,0.8478441,0.2014888,1.055334,0.9108024,0.02110231
sa28,0.613446,0.7324307,0.06611164,0.5927096,0.8044915,0.006239881
sa02,0.713799,0.7727273,0.1323531,1.034186,0.8059038,0.02089352
sa08,0.6691935,0.6657986,0.09523569,0.9852785,0.7286424,0.004375799
sa23,0.5266743,0.8127854,0.07058584,1.216413,0.9732872,0.01461813
sa13,0.7650792,0.8818959,0.1216194,1.201297,0.9165426,0.01658717
sa18,0.7721651,0.7360704,0.2394292,0.8875885,0.9183502,0.02148337
sa28,0.7450234,0.9061224,0.05555301,0.8032855,0.7913847,0.00597355
sa02,0.6258803,0.7017705,0.1578924,0.9309704,0.8095767,0.02281182
sa08,0.8392908,0.9088542,0.09302079,4.129775,0.6899182,0.003827006
sa23,0.3653584,0.7520704,0.113443,0.5403001,0.9846414,0.01282702
sa13,0.8094486,0.9175347,0.09523569,1.373524,0.892207,0.01576198
sa28,0.5754041,0.7676056,0.09095456,0.7931764,0.8273432,0.006831941
sa18,0.5265969,0.7251553,0.09354664,0.973741,0.9107904,0.0202237
sa08,0.7653335,0.8602431,0.09302079,1.816511,0.7162501,0.00409144
sa02,0.4601751,0.748951,0.1430532,0.896731,0.8254058,0.0213563
sa23,0.4950812,0.8736299,0.1571407,0.724974,0.9812519,0.0151616
sa28,0.640271,0.8014085,0.09243458,1.01018,0.8483919,0.006633553
sa13,0.8774452,0.7802988,0.1230054,1.075608,0.9213827,0.01694969
sa08,0.747035,0.9105903,0.08510362,3.680673,0.665876,0.005003138
sa18,0.6955348,0.8435606,0.1878794,1.01146,0.898793,0.01991499
sa23,0.525513,0.8768536,0.1341439,1.053769,0.9791681,0.01209018
sa02,0.8391588,0.7338583,0.197366,1.002096,0.8034371,0.02219665
sa28,0.2445935,0.8041667,0.1116677,1.035637,0.8514393,0.006513676
sa13,0.8102168,0.9574653,0.08790945,1.285698,0.940025,0.01626937
sa08,0.6861301,0.7465278,0.1025618,1.331065,0.711273,0.005047823
sa18,0.5825007,0.860766,0.1749976,0.9635081,0.9135062,0.02170882
sa23,0.297537,0.8802721,0.06023865,0.7224812,0.9783982,0.01272984
sa02,0.5207945,0.7015631,0.15972,0.7975229,0.8563606,0.02287884
sa28,0.5839967,0.7477022,0.06006407,1.054055,0.7968692,0.006581575
sa13,0.7808445,0.7952381,0.1255396,1.272389,0.8956917,0.01544042
sa08,0.8146322,0.9262153,0.09302079,5.682517,0.6341256,0.003843739
sa23,0.7369767,0.9024631,0.1014472,0.8235173,0.9782982,0.0144335
sa18,0.006061156,0.6954545,0.08171586,1.155977,0.8868236,0.0193489
sa28,0.6666351,0.799668,0.1139963,0.7353688,0.812851,0.007249443
sa02,0.1998008,0.7360026,0.1755901,1.087177,0.8375369,0.02295125
sa08,0.8680404,0.9418403,0.09195152,4.305575,0.7074282,0.004674819
sa13,0.7707713,0.9241379,0.09210308,1.25,0.9421881,0.01558869
sa23,0.6144353,0.8609169,0.1058799,1.339473,0.9740869,0.01262061
sa18,0.6960172,0.821883,0.1937638,1.054456,0.8985278,0.01995535
sa28,NA,0.7317859,0.06964447,1.260305,0.7895433,0.006053886
sa08,0.8025898,0.9010417,0.09090656,3.380663,0.6748556,0.004325505
sa02,0.8613777,0.757265,0.279164,0.8604364,0.8480451,0.02082287
sa13,0.8856271,0.9387492,0.1549274,0.9394574,0.9474234,0.01513265
sa23,0.906809,0.9252095,0.1506827,1.071063,0.9794968,0.01334723
sa28,0.3007307,0.7187257,0.05972,1.095159,0.7088458,0.00665443
sa18,0.5960579,0.863986,0.1958309,1.113033,0.8939819,0.02027688
sa08,0.7152799,0.7673611,0.09411521,1.602297,0.6593883,0.003337693
sa02,0.796964,0.7620492,0.1857094,0.8724151,0.8155344,0.02023592
sa13,0.8243364,0.8064236,0.07233297,1.099759,0.9468098,0.01675507
sa23,0.6252587,0.8197183,0.1018689,1.145803,0.9771726,0.0136062
sa28,0.3674453,0.7570423,0.09702428,1.012874,0.8312258,0.007030081
sa08,0.7407768,0.8993056,0.08420772,3.081498,0.739322,0.005297327
sa18,0.7352659,0.8614379,0.1477034,0.9328113,0.8978966,0.01894077
sa02,0.857321,0.8375651,0.2541642,0.9381983,0.8273672,0.01944368
sa13,0.7588912,0.8836806,0.08988507,1.316693,0.9270495,0.01601812
sa23,0.4363872,0.7945578,0.06023865,0.7101468,0.9796402,0.01446643
sa28,0.5799476,0.7581509,0.09471645,1.036832,0.822986,0.00586389
sa09,0.9015392,0.9137529,0.1267584,0.9115455,0.9724458,0.009357359
sa18,0.1038759,0.7410072,0.1300831,1.119819,0.9141581,0.02049463
sa13,0.5973178,0.7986395,0.03947161,1.157041,0.9180134,0.01539959
sa02,0.474096,0.6978022,0.1578924,0.9181776,0.8224864,0.02253274
sa23,0.7178448,0.8809859,0.1351329,1.133285,0.9730059,0.01447344
sa28,0.5984663,0.8005952,0.1198582,1.301733,0.7985533,0.006518301
sa09,0.670192,0.8816901,0.1234544,0.5099428,0.9801643,0.01027468
sa18,0.6424388,0.7855164,0.1350766,0.9702814,0.8966152,0.02038626
sa13,0.8422322,0.9339549,0.09889844,1.179306,0.9435007,0.0156181
sa02,0.845152,0.8635987,0.190324,1.132349,0.7492526,0.01663988
sa23,0.3031238,0.7092014,0.06507271,0.6455882,0.9768485,0.01331232
sa28,0.6631405,0.8049728,0.101121,0.5970491,0.8421812,0.007276254
sa09,0.7102638,0.8888889,0.1216194,0.6821388,0.977729,0.008992172
sa18,0.5792964,0.7786492,0.136117,1.034381,0.908186,0.01985576
sa13,0.8959629,0.93379,0.07316842,1.008112,0.9566436,0.01574693
sa23,0.6024463,0.8630542,0.09210308,1.33085,0.9782809,0.01277058
sa28,0.4719511,0.8065268,0.1184188,0.9154199,0.8772163,0.008022209
sa02,0.6310975,0.6712454,0.1315767,1.029453,0.7909989,0.01927963
sa09,0.6643966,0.8262774,0.1710503,0.5947438,0.9824466,0.009913812
sa18,0.6061094,0.8399668,0.2202161,0.8379888,0.9140474,0.02020768
sa13,0.8211935,0.862069,0.09459245,1.148097,0.9110029,0.01551391
sa23,0.4972872,0.8834459,0.04999779,0.7612774,0.9756604,0.01268168
sa28,NA,0.7910714,0.07282594,1.017167,0.8494036,0.006737338
sa09,0.6432767,0.8995074,0.08536352,0.6320063,0.9818719,0.008387371
sa02,0.7178321,0.7745197,0.1934175,0.9963884,0.8244751,0.02139917
sa23,0.6858769,0.8394089,0.09210308,1.172018,0.9758035,0.01420706
sa18,0.5586117,0.8141822,0.1380133,1.015263,0.898633,0.02037801
sa13,0.8711134,0.9201389,0.0999977,1.201528,0.9334445,0.01557666
sa28,0.6440979,0.7453416,0.1609169,0.862204,0.8524059,0.007440131
sa09,0.9118346,0.8995859,0.1866643,0.7409561,0.9804669,0.008753021
sa02,0.6876931,0.6965174,0.1400673,0.935718,0.8017805,0.01996556
sa23,0.7559589,0.7385845,0.04959033,0.9695839,0.9800468,0.01321284
sa18,0.60276,0.813503,0.1361087,0.9604026,0.9088676,0.02004953
sa28,0.749727,0.8185764,0.06277616,0.7824675,0.7899217,0.005500481
sa13,0.801615,0.9183099,0.1249977,1.309057,0.9417042,0.01644789
sa09,0.6752868,0.9090909,0.1325277,0.8283912,0.972479,0.008869437
sa02,0.7918755,0.708042,0.1520607,1.060835,0.8097074,0.02088321
sa23,0.5223306,0.8056338,0.1035476,1.001146,0.9768797,0.01342058
sa28,0.4825566,0.8809524,0.1621599,1.27608,0.7745558,0.006027966
sa09,0.5552504,0.8523533,0.1146893,0.7481428,0.9823195,0.009470334
sa13,0.8039556,0.8807882,0.07526612,1.224954,0.9308746,0.01606135
sa18,0.793355,0.7712418,0.1624738,0.9877628,0.9011487,0.01918629
sa03,0.7344374,0.902968,0.07228682,1.49011,0.9346,0.005334367
sa23,0.4565221,0.8226601,0.08045729,0.9514857,0.9780225,0.01240415
sa28,0.3730027,0.7734375,0.08780283,0.7694262,0.846915,0.00834752
sa09,0.8689552,0.9277885,0.1447346,0.7608711,0.9778873,0.01005029
sa13,0.867696,0.8598592,0.1219488,1.157142,0.9350898,0.01442616
sa18,0.6301422,0.8243088,0.2534987,1.122824,0.8954568,0.02062705
sa03,0.392132,0.7673469,0.05813713,1.377926,0.9508824,0.005341555
sa23,0.7778632,0.8399378,0.1363616,1.061893,0.9819545,0.0136642
sa28,0.646551,0.8559524,0.1144839,1.186405,0.8454566,0.007438801
sa09,0.6002304,0.86829,0.1688288,0.6466965,0.9831603,0.008484235
sa13,0.8828481,0.8236208,0.08189044,1.358532,0.9245811,0.01617406
sa03,0.4448292,0.8246305,0.09588829,0.5942809,0.9807252,0.00627708
sa18,0.7264065,0.7986751,0.2517749,0.9634855,0.8876836,0.01876869
sa23,0.5634585,0.8350694,0.09876311,0.9331774,0.9797516,0.01242219
sa28,0.1897475,0.7498616,0.1139963,0.8956165,0.8570451,0.006768345
sa09,0.8737988,0.9092418,0.1710503,0.7831087,0.9838666,0.008894328
sa13,0.8072445,0.9444444,0.1012635,1.014353,0.944774,0.01723922
sa03,0.4105505,0.6788194,0.08323008,0.7417648,0.9754541,0.006363452
sa18,0.7238542,0.7939394,0.1807768,0.9176267,0.900767,0.0196639
sa23,0.6562589,0.8881119,0.1249978,1.005083,0.9788007,0.01462523
sa28,0.489694,0.8056338,0.1018689,1.138696,0.7805286,0.004818614
sa09,0.6590177,0.8644162,0.1206904,0.7795194,0.9797697,0.008400618
sa03,0.6663478,0.8027211,0.06410039,0.746286,0.979247,0.006336333
sa13,0.8795986,0.7911025,0.1011251,1.248707,0.9128388,0.0157704
sa18,0.6700281,0.805383,0.1390649,0.8664459,0.9045272,0.02009349
sa23,0.6355727,0.8169014,0.1035476,1.298058,0.9712815,0.01317072
sa28,0.6610319,0.7724049,0.09955541,1.019465,0.8045432,0.006724451
sa09,0.6305272,0.8725352,0.1018689,0.5507729,0.9860818,0.01078419
sa03,-0.1234765,0.6583851,0.09146027,0.4980728,0.9637393,0.005703527
sa13,0.8660407,0.8746479,0.1087989,1.212135,0.9436765,0.01664371
sa23,0.4762849,0.7864583,0.1066645,0.9074371,0.979288,0.01242974
sa28,0.4626236,0.8478401,0.1195625,1.099944,0.8182138,0.006715715
sa18,0.564256,0.8097324,0.176468,1.049491,0.904689,0.02013487
sa09,0.8525421,0.9337474,0.1647033,0.9254573,0.985727,0.008978402
sa03,0.3196174,0.746798,0.05109554,0.6429856,0.9767884,0.0057177
sa13,0.8678528,0.9626761,0.1190452,1.364362,0.8956933,0.01470052
sa23,0.6006489,0.875,0.1012635,1.118695,0.9743389,0.01374791
sa28,0.3416697,0.7155506,0.09184693,1.020619,0.8551542,0.007314989
sa18,0.7578131,0.9104478,0.2368396,0.8954471,0.9176967,0.02039346
sa09,0.865948,0.9440639,0.08218969,0.8354479,0.9822557,0.009831566
sa03,0.7786984,0.7911025,0.1011251,0.9904095,0.9636736,0.00547384
sa13,0.7711947,0.897619,0.1411739,1.329806,0.936789,0.01665613
sa28,-0.2406569,0.6597222,0.03194247,1.012988,0.8161904,0.006399604
sa23,0.4409955,0.7738928,0.08756494,1.09588,0.9817605,0.013154
sa09,0.7903567,0.9044289,0.1097537,1.183269,0.9804134,0.01029835
sa18,0.334766,0.7684478,0.1701655,1.101699,0.8908281,0.01983931
sa03,0.5476618,0.7443662,0.06582399,0.8252226,0.9705444,0.005444053
sa13,0.8946958,0.9370629,0.09782339,1.260205,0.9438084,0.01545602
sa28,0.8209684,0.7943262,0.1222196,0.7719673,0.8526676,0.00643319
